FREQ,TERRITORIAL_LEVEL,REF_AREA,TERRITORIAL_TYPE,MEASURE,AGE,SEX,UNIT_MEASURE,TIME_PERIOD,value
A,CTRY,GRC,TYPO_METRO,POP,_T,M,PS,2011,5453444.0
A,CTRY,CZE,TYPO_METRO,POP,_T,M,PS,2011,5147231.0
A,CTRY,SWE,TYPO_METRO,POP,_T,M,PS,2011,4690244.0
A,CTRY,FIN,TYPO_METRO,POP,_T,M,PS,2011,2638416.0
A,CTRY,DNK,TYPO_METRO,POP,_T,M,PS,2011,2756582.0
A,CTRY,IRL,TYPO_METRO,POP,_T,M,PS,2011,2269426.0
A,CTRY,HUN,TYPO_METRO,POP,_T,M,PS,2011,4743901.0
A,CTRY,POL,TYPO_METRO,POP,_T,M,PS,2011,18429700.0
A,CTRY,PRT,TYPO_METRO,POP,_T,M,PS,2011,5053543.0
A,CTRY,AUT,TYPO_METRO,POP,_T,M,PS,2011,4078871.0
A,CTRY,PRT,TYPO_METRO,POP,_T,F,PS,2011,5519178.0
A,CTRY,AUT,TYPO_METRO,POP,_T,F,PS,2011,4296293.0
A,CTRY,HUN,TYPO_METRO,POP,_T,F,PS,2011,5241821.0
A,CTRY,POL,TYPO_METRO,POP,_T,F,PS,2011,19633018.0
A,CTRY,IRL,TYPO_METRO,POP,_T,F,PS,2011,2301455.0
A,CTRY,DNK,TYPO_METRO,POP,_T,F,PS,2011,2804046.0
A,CTRY,FIN,TYPO_METRO,POP,_T,F,PS,2011,2736860.0
A,CTRY,SWE,TYPO_METRO,POP,_T,F,PS,2011,4725326.0
A,CTRY,CZE,TYPO_METRO,POP,_T,F,PS,2011,5339500.0
A,CTRY,LUX,TYPO_METRO,POP,_T,F,PS,2011,257221.0
A,CTRY,GRC,TYPO_METRO,POP,_T,F,PS,2011,5669948.0
A,CTRY,DNK,TYPO_METRO,POP,_T,_T,PS,2011,5560628.0
A,CTRY,IRL,TYPO_METRO,POP,_T,_T,PS,2011,4570881.0
A,CTRY,FIN,TYPO_METRO,POP,_T,_T,PS,2011,5375276.0
A,CTRY,SWE,TYPO_METRO,POP,_T,_T,PS,2011,9415570.0
A,CTRY,CZE,TYPO_METRO,POP,_T,_T,PS,2011,10486731.0
A,CTRY,LUX,TYPO_METRO,POP,_T,_T,PS,2011,511840.0
A,CTRY,GRC,TYPO_METRO,POP,_T,_T,PS,2011,11123392.0
A,CTRY,PRT,TYPO_METRO,POP,_T,_T,PS,2011,10572721.0
A,CTRY,AUT,TYPO_METRO,POP,_T,_T,PS,2011,8375164.0
A,CTRY,HUN,TYPO_METRO,POP,_T,_T,PS,2011,9985722.0
A,CTRY,POL,TYPO_METRO,POP,_T,_T,PS,2011,38062718.0
A,CTRY,HUN,TYPO_METRO,POP,_T,M,PS,2010,4756900.0
A,CTRY,PRT,TYPO_METRO,POP,_T,M,PS,2010,5063745.0
A,CTRY,BEL,TYPO_METRO,POP,_T,M,PS,2010,5312221.0
A,CTRY,AUT,TYPO_METRO,POP,_T,M,PS,2010,4066201.0
A,CTRY,DNK,TYPO_METRO,POP,_T,M,PS,2010,2743286.0
A,CTRY,CHE,TYPO_METRO,POP,_T,M,PS,2010,3830566.0
A,CTRY,SWE,TYPO_METRO,POP,_T,M,PS,2010,4649014.0
A,CTRY,FIN,TYPO_METRO,POP,_T,M,PS,2010,2625067.0
A,CTRY,IRL,TYPO_METRO,POP,_T,M,PS,2010,2260974.0
A,CTRY,CZE,TYPO_METRO,POP,_T,M,PS,2010,5136166.0
A,CTRY,LUX,TYPO_METRO,POP,_T,M,PS,2010,249406.0
A,CTRY,GRC,TYPO_METRO,POP,_T,M,PS,2010,5460865.0
A,CTRY,GRC,TYPO_METRO,POP,_T,F,PS,2010,5658424.0
A,CTRY,LUX,TYPO_METRO,POP,_T,F,PS,2010,252660.0
A,CTRY,CZE,TYPO_METRO,POP,_T,F,PS,2010,5325922.0
A,CTRY,IRL,TYPO_METRO,POP,_T,F,PS,2010,2288454.0
A,CTRY,SWE,TYPO_METRO,POP,_T,F,PS,2010,4691668.0
A,CTRY,FIN,TYPO_METRO,POP,_T,F,PS,2010,2726360.0
A,CTRY,CHE,TYPO_METRO,POP,_T,F,PS,2010,3955240.0
A,CTRY,DNK,TYPO_METRO,POP,_T,F,PS,2010,2791452.0
A,CTRY,BEL,TYPO_METRO,POP,_T,F,PS,2010,5527684.0
A,CTRY,HUN,TYPO_METRO,POP,_T,F,PS,2010,5257424.0
A,CTRY,AUT,TYPO_METRO,POP,_T,F,PS,2010,4285442.0
A,CTRY,PRT,TYPO_METRO,POP,_T,F,PS,2010,5509734.0
A,CTRY,CHE,TYPO_METRO,POP,_T,_T,PS,2010,7785806.0
A,CTRY,DNK,TYPO_METRO,POP,_T,_T,PS,2010,5534738.0
A,CTRY,SWE,TYPO_METRO,POP,_T,_T,PS,2010,9340682.0
A,CTRY,FIN,TYPO_METRO,POP,_T,_T,PS,2010,5351427.0
A,CTRY,IRL,TYPO_METRO,POP,_T,_T,PS,2010,4549428.0
A,CTRY,CZE,TYPO_METRO,POP,_T,_T,PS,2010,10462088.0
A,CTRY,LUX,TYPO_METRO,POP,_T,_T,PS,2010,502066.0
A,CTRY,GRC,TYPO_METRO,POP,_T,_T,PS,2010,11119289.0
A,CTRY,PRT,TYPO_METRO,POP,_T,_T,PS,2010,10573479.0
A,CTRY,BEL,TYPO_METRO,POP,_T,_T,PS,2010,10839905.0
A,CTRY,HUN,TYPO_METRO,POP,_T,_T,PS,2010,10014324.0
A,CTRY,AUT,TYPO_METRO,POP,_T,_T,PS,2010,8351643.0
A,CTRY,ROU,TYPO_METRO,POP,_T,F,PS,2011,10366110.0
A,CTRY,ROU,TYPO_METRO,POP,_T,M,PS,2011,9832949.0
A,CTRY,ROU,TYPO_METRO,POP,_T,_T,PS,2011,20199059.0
A,CTRY,ROU,TYPO_METRO,POP,_T,_T,PS,2010,20294683.0
A,CTRY,ROU,TYPO_METRO,POP,_T,F,PS,2010,10414274.0
A,CTRY,ROU,TYPO_METRO,POP,_T,M,PS,2010,9880409.0
A,CTRY,IRL,TYPO_METRO,POP,_T,_T,PS,2019,4940311.0
A,CTRY,PRT,TYPO_METRO,POP,_T,M,PS,2019,4898614.0
A,CTRY,CHE,TYPO_METRO,POP,_T,M,PS,2011,3877426.0
A,CTRY,CHE,TYPO_METRO,POP,_T,_T,PS,2011,7870134.0
A,CTRY,CHE,TYPO_METRO,POP,_T,F,PS,2011,3992708.0
A,CTRY,CHE,TYPO_METRO,MORT,_T,M,DT,2019,32755.0
A,CTRY,IRL,TYPO_METRO,MORT,_T,M,DT,2019,16122.0
A,CTRY,POL,TYPO_METRO,MORT,_T,M,DT,2019,211423.0
A,CTRY,SWE,TYPO_METRO,MORT,_T,F,DT,2019,44740.0
A,CTRY,GRC,TYPO_METRO,MORT,_T,F,DT,2019,61877.0
A,CTRY,PRT,TYPO_METRO,MORT,_T,F,DT,2019,55969.0
A,CTRY,CZE,TYPO_METRO,MORT,_T,_T,DT,2019,112362.0
A,CTRY,DNK,TYPO_METRO,MORT,_T,_T,DT,2019,53958.0
A,CTRY,LUX,TYPO_METRO,MORT,_T,_T,DT,2019,4283.0
A,CTRY,BEL,TYPO_METRO,MORT,_T,_T,DT,2010,105152.0
A,CTRY,IRL,TYPO_METRO,MORT,_T,_T,DT,2010,27122.0
A,CTRY,ROU,TYPO_METRO,MORT,_T,M,DT,2010,137957.0
A,CTRY,BEL,TYPO_METRO,MORT,_T,M,DT,2010,52023.0
A,CTRY,FIN,TYPO_METRO,MORT,_T,M,DT,2010,25539.0
A,CTRY,GRC,TYPO_METRO,MORT,_T,M,DT,2010,56480.0
A,CTRY,IRL,TYPO_METRO,MORT,_T,M,DT,2010,14334.0
A,CTRY,POL,TYPO_METRO,MORT,_T,M,DT,2010,199833.0
A,CTRY,BEL,TYPO_METRO,MORT,_T,F,DT,2010,53071.0
A,CTRY,FIN,TYPO_METRO,MORT,_T,F,DT,2010,25348.0
A,CTRY,IRL,TYPO_METRO,MORT,_T,F,DT,2010,13627.0
A,CTRY,POL,TYPO_METRO,MORT,_T,F,DT,2010,178645.0
A,CTRY,ROU,TYPO_METRO,MORT,_T,F,DT,2010,121766.0
A,CTRY,GRC,TYPO_METRO,MORT,_T,F,DT,2010,52604.0
A,CTRY,DNK,TYPO_METRO,MORT,_T,M,DT,2010,26762.0
A,CTRY,LUX,TYPO_METRO,MORT,_T,M,DT,2010,1903.0
A,CTRY,PRT,TYPO_METRO,MORT,_T,M,DT,2010,54219.0
A,CTRY,SWE,TYPO_METRO,MORT,_T,M,DT,2010,43900.0
A,CTRY,AUT,TYPO_METRO,MORT,_T,M,DT,2010,36692.0
A,CTRY,CZE,TYPO_METRO,MORT,_T,M,DT,2010,54150.0
A,CTRY,HUN,TYPO_METRO,MORT,_T,M,DT,2010,64713.0
A,CTRY,CHE,TYPO_METRO,MORT,_T,M,DT,2010,30283.0
A,CTRY,HUN,TYPO_METRO,MORT,_T,F,DT,2010,65161.0
A,CTRY,DNK,TYPO_METRO,MORT,_T,F,DT,2010,27606.0
A,CTRY,CHE,TYPO_METRO,MORT,_T,F,DT,2010,32366.0
A,CTRY,CZE,TYPO_METRO,MORT,_T,F,DT,2010,52694.0
A,CTRY,LUX,TYPO_METRO,MORT,_T,F,DT,2010,1857.0
A,CTRY,AUT,TYPO_METRO,MORT,_T,F,DT,2010,40507.0
A,CTRY,SWE,TYPO_METRO,MORT,_T,F,DT,2010,46587.0
A,CTRY,PRT,TYPO_METRO,MORT,_T,F,DT,2010,51734.0
A,CTRY,GRC,TYPO_METRO,MORT,_T,_T,DT,2010,109084.0
A,CTRY,FIN,TYPO_METRO,MORT,_T,_T,DT,2010,50887.0
A,CTRY,ROU,TYPO_METRO,MORT,_T,_T,DT,2010,259723.0
A,CTRY,POL,TYPO_METRO,MORT,_T,_T,DT,2010,378478.0
A,CTRY,LUX,TYPO_METRO,MORT,_T,_T,DT,2010,3760.0
A,CTRY,CZE,TYPO_METRO,MORT,_T,_T,DT,2010,106844.0
A,CTRY,SWE,TYPO_METRO,MORT,_T,_T,DT,2010,90487.0
A,CTRY,CHE,TYPO_METRO,MORT,_T,_T,DT,2010,62649.0
A,CTRY,DNK,TYPO_METRO,MORT,_T,_T,DT,2010,54368.0
A,CTRY,HUN,TYPO_METRO,MORT,_T,_T,DT,2010,129874.0
A,CTRY,AUT,TYPO_METRO,MORT,_T,_T,DT,2010,77199.0
A,CTRY,PRT,TYPO_METRO,MORT,_T,_T,DT,2010,105954.0
A,CTRY,BEL,TYPO_METRO,MORT,_T,_T,DT,2011,104292.0
A,CTRY,IRL,TYPO_METRO,MORT,_T,_T,DT,2011,28995.0
A,CTRY,ROU,TYPO_METRO,MORT,_T,M,DT,2011,132180.0
A,CTRY,BEL,TYPO_METRO,MORT,_T,M,DT,2011,51458.0
A,CTRY,FIN,TYPO_METRO,MORT,_T,M,DT,2011,25335.0
A,CTRY,GRC,TYPO_METRO,MORT,_T,M,DT,2011,57999.0
A,CTRY,IRL,TYPO_METRO,MORT,_T,M,DT,2011,14492.0
A,CTRY,POL,TYPO_METRO,MORT,_T,M,DT,2011,198178.0
A,CTRY,BEL,TYPO_METRO,MORT,_T,F,DT,2011,52834.0
A,CTRY,FIN,TYPO_METRO,MORT,_T,F,DT,2011,25250.0
A,CTRY,IRL,TYPO_METRO,MORT,_T,F,DT,2011,13964.0
A,CTRY,POL,TYPO_METRO,MORT,_T,F,DT,2011,177323.0
A,CTRY,ROU,TYPO_METRO,MORT,_T,F,DT,2011,119259.0
A,CTRY,GRC,TYPO_METRO,MORT,_T,F,DT,2011,53100.0
A,CTRY,DNK,TYPO_METRO,MORT,_T,M,DT,2011,25939.0
A,CTRY,LUX,TYPO_METRO,MORT,_T,M,DT,2011,1895.0
A,CTRY,PRT,TYPO_METRO,MORT,_T,M,DT,2011,52544.0
A,CTRY,SWE,TYPO_METRO,MORT,_T,M,DT,2011,43594.0
A,CTRY,AUT,TYPO_METRO,MORT,_T,M,DT,2011,36539.0
A,CTRY,CZE,TYPO_METRO,MORT,_T,M,DT,2011,54141.0
A,CTRY,HUN,TYPO_METRO,MORT,_T,M,DT,2011,63479.0
A,CTRY,CHE,TYPO_METRO,MORT,_T,M,DT,2011,30094.0
A,CTRY,HUN,TYPO_METRO,MORT,_T,F,DT,2011,64740.0
A,CTRY,DNK,TYPO_METRO,MORT,_T,F,DT,2011,26577.0
A,CTRY,CHE,TYPO_METRO,MORT,_T,F,DT,2011,31997.0
A,CTRY,CZE,TYPO_METRO,MORT,_T,F,DT,2011,52707.0
A,CTRY,LUX,TYPO_METRO,MORT,_T,F,DT,2011,1924.0
A,CTRY,AUT,TYPO_METRO,MORT,_T,F,DT,2011,39940.0
A,CTRY,SWE,TYPO_METRO,MORT,_T,F,DT,2011,46344.0
A,CTRY,PRT,TYPO_METRO,MORT,_T,F,DT,2011,50301.0
A,CTRY,GRC,TYPO_METRO,MORT,_T,_T,DT,2011,111099.0
A,CTRY,FIN,TYPO_METRO,MORT,_T,_T,DT,2011,50585.0
A,CTRY,ROU,TYPO_METRO,MORT,_T,_T,DT,2011,251439.0
A,CTRY,POL,TYPO_METRO,MORT,_T,_T,DT,2011,375501.0
A,CTRY,LUX,TYPO_METRO,MORT,_T,_T,DT,2011,3819.0
A,CTRY,CZE,TYPO_METRO,MORT,_T,_T,DT,2011,106848.0
A,CTRY,SWE,TYPO_METRO,MORT,_T,_T,DT,2011,89938.0
A,CTRY,CHE,TYPO_METRO,MORT,_T,_T,DT,2011,62091.0
A,CTRY,DNK,TYPO_METRO,MORT,_T,_T,DT,2011,52516.0
A,CTRY,HUN,TYPO_METRO,MORT,_T,_T,DT,2011,128219.0
A,CTRY,AUT,TYPO_METRO,MORT,_T,_T,DT,2011,76479.0
A,CTRY,PRT,TYPO_METRO,MORT,_T,_T,DT,2011,102848.0
A,CTRY,IRL,TYPO_METRO,LFEXP,Y0,M,Y,2010,78.5
A,CTRY,FIN,TYPO_METRO,LFEXP,Y0,M,Y,2010,76.9
A,CTRY,FIN,TYPO_METRO,LFEXP,Y0,F,Y,2010,83.5
A,CTRY,IRL,TYPO_METRO,LFEXP,Y0,F,Y,2010,83.1
A,CTRY,FIN,TYPO_METRO,LFEXP,Y0,_T,Y,2010,80.2
A,CTRY,BEL,TYPO_METRO,LFEXP,Y0,_T,Y,2010,80.3
A,CTRY,ROU,TYPO_METRO,LFEXP,Y0,F,Y,2010,77.6
A,CTRY,PRT,TYPO_METRO,LFEXP,Y0,F,Y,2010,83.2
A,CTRY,CHE,TYPO_METRO,LFEXP,Y0,M,Y,2010,80.3
A,CTRY,ROU,TYPO_METRO,LFEXP,Y0,M,Y,2010,70.1
A,CTRY,ROU,TYPO_METRO,LFEXP,Y0,_T,Y,2010,73.8
A,CTRY,AUT,TYPO_METRO,LFEXP,Y0,_T,Y,2010,80.7
A,CTRY,LUX,TYPO_METRO,LFEXP,Y0,_T,Y,2010,80.8
A,CTRY,CHE,TYPO_METRO,LFEXP,Y0,F,Y,2010,84.9
A,CTRY,IRL,TYPO_METRO,LFEXP,Y0,_T,Y,2010,80.8
A,CTRY,LUX,TYPO_METRO,LFEXP,Y0,M,Y,2010,77.9
A,CTRY,BEL,TYPO_METRO,LFEXP,Y0,M,Y,2010,77.5
A,CTRY,GRC,TYPO_METRO,LFEXP,Y0,M,Y,2010,78.0
A,CTRY,BEL,TYPO_METRO,LFEXP,Y0,F,Y,2010,83.0
A,CTRY,CHE,TYPO_METRO,LFEXP,Y0,_T,Y,2010,82.7
A,CTRY,PRT,TYPO_METRO,LFEXP,Y0,M,Y,2010,76.8
A,CTRY,LUX,TYPO_METRO,LFEXP,Y0,F,Y,2010,83.5
A,CTRY,GRC,TYPO_METRO,LFEXP,Y0,_T,Y,2010,80.6
A,CTRY,GRC,TYPO_METRO,LFEXP,Y0,F,Y,2010,83.3
A,CTRY,BEL,TYPO_METRO,LIVE_BIRTHS,Y0,_T,BR,2010,130100.0
A,CTRY,GRC,TYPO_METRO,MORT_ICDJ_CRUDE_RATIO,_T,_T,10P5HB,2010,93.0
A,CTRY,PRT,TYPO_METRO,MORT_ICDI_CRUDE_RATIO,_T,_T,10P5HB,2010,316.8
A,CTRY,AUT,TYPO_METRO,MORT_ICDJ_CRUDE_RATIO,_T,_T,10P5HB,2010,50.4
A,CTRY,LUX,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2010,4.9
A,CTRY,AUT,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2010,6.9
A,CTRY,POL,TYPO_METRO,MORT_ICDI_CRUDE_RATIO,_T,_T,10P5HB,2010,451.9
A,CTRY,CHE,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2010,6.0
A,CTRY,HUN,TYPO_METRO,MORT_ICDJ_CRUDE_RATIO,_T,_T,10P5HB,2010,62.3
A,CTRY,CZE,TYPO_METRO,MORT_ICDI_CRUDE_RATIO,_T,_T,10P5HB,2010,509.6
A,CTRY,POL,TYPO_METRO,MORT_ICDJ_CRUDE_RATIO,_T,_T,10P5HB,2010,50.2
A,CTRY,FIN,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2010,6.7
A,CTRY,ROU,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2010,14.0
A,CTRY,IRL,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2010,4.1
A,CTRY,PRT,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2010,9.4
A,CTRY,CZE,TYPO_METRO,MORT_ICDJ_CRUDE_RATIO,_T,_T,10P5HB,2010,58.5
A,CTRY,SWE,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2010,3.3
A,CTRY,POL,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2010,11.8
A,CTRY,GRC,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2010,12.9
A,CTRY,HUN,TYPO_METRO,MORT_ICDI_CRUDE_RATIO,_T,_T,10P5HB,2010,656.2
A,CTRY,PRT,TYPO_METRO,MORT_ICDJ_CRUDE_RATIO,_T,_T,10P5HB,2010,110.9
A,CTRY,AUT,TYPO_METRO,MORT_ICDI_CRUDE_RATIO,_T,_T,10P5HB,2010,397.0
A,CTRY,GRC,TYPO_METRO,MORT_ICDI_CRUDE_RATIO,_T,_T,10P5HB,2010,429.0
A,CTRY,CZE,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2010,8.6
A,CTRY,BEL,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2010,8.3
A,CTRY,HUN,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2010,9.0
A,CTRY,DNK,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2010,1.87
A,CTRY,IRL,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2010,2.05
A,CTRY,LUX,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2010,1.63
A,CTRY,POL,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2010,1.38
A,CTRY,ROU,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2010,1.59
A,CTRY,CHE,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2010,1.52
A,CTRY,SWE,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2010,1.98
A,CTRY,PRT,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2010,1.39
A,CTRY,HUN,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2010,1.25
A,CTRY,BEL,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2010,1.86
A,CTRY,FIN,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2010,1.87
A,CTRY,CZE,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2010,1.51
A,CTRY,AUT,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2010,1.44
A,CTRY,GRC,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2010,1.48
A,CTRY,IRL,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2011,2.03
A,CTRY,LUX,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2011,1.52
A,CTRY,DNK,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2011,1.75
A,CTRY,POL,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2011,1.3
A,CTRY,ROU,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2011,1.47
A,CTRY,CHE,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2011,1.52
A,CTRY,SWE,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2011,1.9
A,CTRY,PRT,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2011,1.35
A,CTRY,HUN,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2011,1.23
A,CTRY,CZE,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2011,1.43
A,CTRY,AUT,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2011,1.43
A,CTRY,FIN,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2011,1.83
A,CTRY,GRC,TYPO_METRO,FERT_RATIO,_T,F,BR_L_W,2011,1.4
A,CTRY,IRL,TYPO_METRO,LFEXP,Y0,M,Y,2011,78.6
A,CTRY,FIN,TYPO_METRO,LFEXP,Y0,M,Y,2011,77.3
A,CTRY,FIN,TYPO_METRO,LFEXP,Y0,F,Y,2011,83.8
A,CTRY,IRL,TYPO_METRO,LFEXP,Y0,F,Y,2011,83.0
A,CTRY,FIN,TYPO_METRO,LFEXP,Y0,_T,Y,2011,80.6
A,CTRY,POL,TYPO_METRO,LFEXP,Y0,_T,Y,2011,76.8
A,CTRY,ROU,TYPO_METRO,LFEXP,Y0,F,Y,2011,78.2
A,CTRY,PRT,TYPO_METRO,LFEXP,Y0,F,Y,2011,83.8
A,CTRY,ROU,TYPO_METRO,LFEXP,Y0,M,Y,2011,70.9
A,CTRY,ROU,TYPO_METRO,LFEXP,Y0,_T,Y,2011,74.5
A,CTRY,AUT,TYPO_METRO,LFEXP,Y0,_T,Y,2011,81.1
A,CTRY,LUX,TYPO_METRO,LFEXP,Y0,_T,Y,2011,81.1
A,CTRY,IRL,TYPO_METRO,LFEXP,Y0,_T,Y,2011,80.9
A,CTRY,LUX,TYPO_METRO,LFEXP,Y0,M,Y,2011,78.5
A,CTRY,PRT,TYPO_METRO,LFEXP,Y0,M,Y,2011,77.3
A,CTRY,GRC,TYPO_METRO,LFEXP,Y0,M,Y,2011,78.0
A,CTRY,GRC,TYPO_METRO,LFEXP,Y0,_T,Y,2011,80.8
A,CTRY,GRC,TYPO_METRO,LFEXP,Y0,F,Y,2011,83.6
A,CTRY,LUX,TYPO_METRO,LFEXP,Y0,F,Y,2011,83.6
A,CTRY,PRT,TYPO_METRO,MORT_ICDI_CRUDE_RATIO,_T,_T,10P5HB,2011,299.47
A,CTRY,AUT,TYPO_METRO,MORT_ICDJ_CRUDE_RATIO,_T,_T,10P5HB,2011,48.41
A,CTRY,GRC,TYPO_METRO,MORT_ICDJ_CRUDE_RATIO,_T,_T,10P5HB,2011,92.82
A,CTRY,POL,TYPO_METRO,MORT_ICDI_CRUDE_RATIO,_T,_T,10P5HB,2011,446.8
A,CTRY,HUN,TYPO_METRO,MORT_ICDJ_CRUDE_RATIO,_T,_T,10P5HB,2011,66.07
A,CTRY,CZE,TYPO_METRO,MORT_ICDI_CRUDE_RATIO,_T,_T,10P5HB,2011,503.05
A,CTRY,POL,TYPO_METRO,MORT_ICDJ_CRUDE_RATIO,_T,_T,10P5HB,2011,52.54
A,CTRY,CZE,TYPO_METRO,MORT_ICDJ_CRUDE_RATIO,_T,_T,10P5HB,2011,54.23
A,CTRY,AUT,TYPO_METRO,MORT_ICDI_CRUDE_RATIO,_T,_T,10P5HB,2011,387.31
A,CTRY,HUN,TYPO_METRO,MORT_ICDI_CRUDE_RATIO,_T,_T,10P5HB,2011,643.81
A,CTRY,PRT,TYPO_METRO,MORT_ICDJ_CRUDE_RATIO,_T,_T,10P5HB,2011,112.96
A,CTRY,GRC,TYPO_METRO,MORT_ICDI_CRUDE_RATIO,_T,_T,10P5HB,2011,427.25
A,CTRY,LUX,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2011,5.98
A,CTRY,AUT,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2011,6.71
A,CTRY,CHE,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2011,4.51
A,CTRY,FIN,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2011,6.4
A,CTRY,ROU,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2011,13.29
A,CTRY,PRT,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2011,9.28
A,CTRY,IRL,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2011,4.02
A,CTRY,GRC,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2011,11.55
A,CTRY,POL,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2011,12.89
A,CTRY,SWE,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2011,3.61
A,CTRY,DNK,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2011,4.27
A,CTRY,CZE,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2011,8.6
A,CTRY,BEL,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2011,8.47
A,CTRY,HUN,TYPO_METRO,MORT_ICDV_CRUDE_RATIO,_T,_T,10P5HB,2011,8.77
A,CTRY,POL,TYPO_METRO,LFEXP,Y0,M,Y,2019,74.1
A,CTRY,POL,TYPO_METRO,LFEXP,Y0,_T,Y,2019,78.0
A,CTRY,BEL,TYPO_METRO,LFEXP,Y0,_T,Y,2019,82.1
A,CTRY,ROU,TYPO_METRO,LFEXP,Y0,F,Y,2019,79.5
A,CTRY,PRT,TYPO_METRO,LFEXP,Y0,F,Y,2019,84.8
A,CTRY,CHE,TYPO_METRO,LFEXP,Y0,M,Y,2019,82.1
A,CTRY,ROU,TYPO_METRO,LFEXP,Y0,M,Y,2019,71.9
A,CTRY,ROU,TYPO_METRO,LFEXP,Y0,_T,Y,2019,75.6
A,CTRY,AUT,TYPO_METRO,LFEXP,Y0,_T,Y,2019,82.0
A,CTRY,LUX,TYPO_METRO,LFEXP,Y0,_T,Y,2019,82.7
A,CTRY,CHE,TYPO_METRO,LFEXP,Y0,F,Y,2019,85.8
A,CTRY,IRL,TYPO_METRO,LFEXP,Y0,_T,Y,2019,82.8
A,CTRY,LUX,TYPO_METRO,LFEXP,Y0,M,Y,2019,80.2
A,CTRY,BEL,TYPO_METRO,LFEXP,Y0,M,Y,2019,79.8
A,CTRY,BEL,TYPO_METRO,LFEXP,Y0,F,Y,2019,84.3
A,CTRY,CHE,TYPO_METRO,LFEXP,Y0,_T,Y,2019,84.0
A,CTRY,PRT,TYPO_METRO,LFEXP,Y0,M,Y,2019,78.7
A,CTRY,GRC,TYPO_METRO,LFEXP,Y0,M,Y,2019,79.2
A,CTRY,GRC,TYPO_METRO,LFEXP,Y0,_T,Y,2019,81.7
